1;0;0.036679121
1;0;0.073286485
1;0;0.109750723
1;0;0.146001242
1;0;0.181968607
1;0;0.217584917
1;0;0.252784175
1;0;0.287502642
1;0;0.321679186
1;0;0.355255612
1;0;0.388176975
1;0;0.420391882
1;0;0.451852766
1;0;0.48251615
1;0;0.512342874
1;0;0.541298316
1;0;0.569352573
1;0;0.596480626
1;0;0.622662476
1;0;0.647883251
1;0;0.672133287
1;0;0.695408182
1;0;0.717708816
1;0;0.73904135
1;0;0.759417192
1;0;0.778852932
1;0;0.797370256
1;0;0.814995828
1;0;0.831761142
1;0;0.847702356
1;0;0.862860092
1;0;0.877279221
1;0;0.891008612
1;0;0.904100875
1;0;0.916612072
1;0;0.928601413
1;0;0.940130937
1;0;0.951265174
1;0;0.962070796
1;0;0.972616258
1;0;0.982971422
1;0;0.993207181
0.996604921;0;1
0.986393085;0;1
0.97608564;0;1
0.965611432;0;1
0.954900213;0;1
0.943883018;0;1
0.932492539;0;1
0.920663494;0;1
0.908332974;0;1
0.895440791;0;1
0.881929798;0;1
0.867746203;0;1
0.852839857;0;1
0.83716453;0;1
0.820678158;0;1
0.803343073;0;1
0.785126204;0;1
0.76599926;0;1
0.745938883;0;1
0.724926772;0;1
0.702949782;0;1
0.68;0;1
0.656074782;0;1
0.631176772;0;1
0.605313883;0;1
0.57849926;0;1
0.550751204;0;1
0.522093073;0;1
0.492553158;0;1
0.46216453;0;1
0.430964857;0;1
0.398996203;0;1
0.366304798;0;1
0.332940791;0;1
0.298957974;0;1
0.264413494;0;1
0.229367539;0;1
0.193883018;0;1
0.158025213;0;1
0.121861432;0;1
0.08546064;0;1
0.048893085;0;1
0.012229921;0;1
0;0.024457181;1
0;0.061096422;1
0;0.097616258;1
0;0.133945796;1
0;0.170015174;1
0;0.205755937;1
0;0.241101413;1
0;0.275987072;1
0;0.310350875;1
0;0.344133612;1
0;0.377279221;1
0;0.409735092;1
0;0.441452356;1
0;0.472386142;1
0;0.502495828;1
0;0.531745256;1
0;0.560102932;1
0;0.587542192;1
0;0.61404135;1
0;0.639583816;1
0;0.664158182;1
0;0.687758287;1
0;0.710383251;1
0;0.732037476;1
0;0.752730626;1
0;0.772477573;1
0;0.791298316;1
0;0.809217874;1
0;0.82626615;1
0;0.842477766;1
0;0.857891882;1
0;0.872551975;1
0;0.886505612;1
0;0.899804186;1
0;0.912502642;1
0;0.924659175;1
0;0.936334917;1
0;0.947593607;1
0;0.958501242;1
0;0.969125723;1
0;0.979536485;1
0;0.989804121;1
0;1;1
0;1;0.989804121
0;1;0.979536485
0;1;0.969125723
0;1;0.958501242
0;1;0.947593607
0;1;0.936334917
0;1;0.924659175
0;1;0.912502642
0;1;0.899804186
0;1;0.886505612
0;1;0.872551975
0;1;0.857891882
0;1;0.842477766
0;1;0.82626615
0;1;0.809217874
0;1;0.791298316
0;1;0.772477573
0;1;0.752730626
0;1;0.732037476
0;1;0.710383251
0;1;0.687758287
0;1;0.664158182
0;1;0.639583816
0;1;0.61404135
0;1;0.587542192
0;1;0.560102932
0;1;0.531745256
0;1;0.502495828
0;1;0.472386142
0;1;0.441452356
0;1;0.409735092
0;1;0.377279221
0;1;0.344133612
0;1;0.310350875
0;1;0.275987072
0;1;0.241101413
0;1;0.205755937
0;1;0.170015174
0;1;0.133945796
0;1;0.097616258
0;1;0.061096422
0;1;0.024457181
0.012229921;1;0
0.048893085;1;0
0.08546064;1;0
0.121861432;1;0
0.158025213;1;0
0.193883018;1;0
0.229367539;1;0
0.264413494;1;0
0.298957974;1;0
0.332940791;1;0
0.366304798;1;0
0.398996203;1;0
0.430964857;1;0
0.46216453;1;0
0.492553158;1;0
0.522093073;1;0
0.550751204;1;0
0.57849926;1;0
0.605313883;1;0
0.631176772;1;0
0.656074782;1;0
0.68;1;0
0.702949782;1;0
0.724926772;1;0
0.745938883;1;0
0.76599926;1;0
0.785126204;1;0
0.803343073;1;0
0.820678158;1;0
0.83716453;1;0
0.852839857;1;0
0.867746203;1;0
0.881929798;1;0
0.895440791;1;0
0.908332974;1;0
0.920663494;1;0
0.932492539;1;0
0.943883018;1;0
0.954900213;1;0
0.965611432;1;0
0.97608564;1;0
0.986393085;1;0
0.996604921;1;0
1;0.993207181;0
1;0.982971422;0
1;0.972616258;0
1;0.962070796;0
1;0.951265174;0
1;0.940130937;0
1;0.928601413;0
1;0.916612072;0
1;0.904100875;0
1;0.891008612;0
1;0.877279221;0
1;0.862860092;0
1;0.847702356;0
1;0.831761142;0
1;0.814995828;0
1;0.797370256;0
1;0.778852932;0
1;0.759417192;0
1;0.73904135;0
1;0.717708816;0
1;0.695408182;0
1;0.672133287;0
1;0.647883251;0
1;0.622662476;0
1;0.596480626;0
1;0.569352573;0
1;0.541298316;0
1;0.512342874;0
1;0.48251615;0
1;0.451852766;0
1;0.420391882;0
1;0.388176975;0
1;0.355255612;0
1;0.321679186;0
1;0.287502642;0
1;0.252784175;0
1;0.217584917;0
1;0.181968607;0
1;0.146001242;0
1;0.109750723;0
1;0.073286485;0
1;0.036679121;0
1;0;0
