frequencies,SPLs,Total,clarities,crests,SBs,CPPs,qdeltas,qcis
59,81,33,0.993876901,2.139374287,-23.0132723,29.13777014,5.985588772,0.413350113
59,82,33,0.993675712,2.209120871,-22.1394858,31.21204793,6.239461299,0.401440958
59,83,46,0.993353797,2.308133384,-21.86327624,29.94362164,6.895284204,0.405970926
59,84,66,0.992888098,2.077578567,-21.7436209,30.10190696,7.340955055,0.423424914
59,85,91,0.991569644,2.246794981,-21.98916564,30.11096031,7.695488882,0.425164566
59,86,56,0.989885054,2.248490104,-19.9708451,29.50566951,8.382739149,0.445559994
59,87,102,0.989058644,2.368735025,-18.34485897,30.490699,8.35036915,0.453215461
59,88,100,0.992545577,2.390551052,-16.00066523,30.71822918,8.595573424,0.455769442
59,89,123,0.988576552,2.168261158,-17.56875325,30.86081006,8.860110704,0.467167323
59,90,46,0.99112615,2.240061194,-17.78848361,32.06497012,9.097564735,0.472085512
59,91,34,0.991527499,2.289670243,-17.50820618,31.16780227,9.402121455,0.488688242
59,92,67,0.994015067,2.306932473,-17.8050089,32.45815609,10.04111538,0.492318943
59,93,156,0.991410013,2.296085836,-16.61443263,33.06914881,10.61300318,0.484645624
59,94,147,0.993442087,2.354196927,-16.68132464,32.71882696,10.58231686,0.499967614
59,95,11,0.99549574,2.409706735,-16.51347489,34.48372535,10.49479298,0.502129726
60,50,11,0.989919467,1.756660239,-21.72467641,14.44631775,2.815363018,0.481551344
60,53,12,0.993826854,1.733737309,-26.08874795,17.10969705,2.814698852,0.486624803
60,55,12,0.994514099,1.718063524,-28.62188377,16.89460803,2.821829749,0.486465358
60,56,12,0.994841892,1.732446609,-29.77322868,17.90006336,2.654296898,0.482117591
60,57,11,0.992378681,1.714079789,-31.15759943,19.15814296,3.230623166,0.481999453
60,58,10,0.9949109,1.706764634,-30.36301482,18.84669921,2.864684469,0.484546023
60,60,24,0.976376295,1.725955094,-32.22823354,20.6663264,2.257924653,0.485791999
60,61,23,0.983586035,1.683504239,-32.57606014,19.89380647,2.280322787,0.488595964
60,62,11,0.989260259,1.736371231,-32.89637621,20.60275462,4.488323208,0.362895792
60,64,12,0.990645781,1.758608393,-33.23939322,22.14634853,4.749872797,0.285005574
60,65,11,0.964216385,1.945723714,-34.17653209,20.80388647,5.299647975,0.408043597
60,66,13,0.969928656,2.01758783,-32.51223273,23.22711276,6.197074087,0.32181199
60,70,12,0.994516035,1.96932325,-34.27942885,23.89680304,3.675860155,0.381183176
60,72,35,0.986569629,2.030143582,-33.13663568,24.02595598,4.604675605,0.331023734
60,73,105,0.991049401,2.04963987,-31.94210315,25.55256437,3.917711826,0.345181863
60,74,118,0.994467253,2.086308622,-30.38513809,25.84180108,3.830103875,0.353926588
60,75,24,0.995230514,2.118384864,-29.86597367,25.98828309,3.805909358,0.346047923
60,76,34,0.994634146,2.172963978,-29.92494011,26.0197053,3.482979022,0.366141267
60,77,59,0.990422584,2.169432641,-28.61627452,25.48730761,3.843199244,0.386877927
60,78,36,0.995506093,2.255085278,-26.23034318,26.13436667,3.809367272,0.390780094
60,79,23,0.993492378,2.27330255,-25.09837562,27.78314371,3.97538229,0.400016917
60,80,24,0.994971912,2.372687419,-23.02445815,27.90554198,5.066729903,0.404546593
60,81,24,0.996289738,2.422649718,-18.50564039,30.11447815,4.330074683,0.40322775
60,82,59,0.994119345,2.498939439,-18.46617557,29.31350271,6.310986914,0.413749461
60,83,36,0.99061478,2.506098447,-18.44451339,29.44809197,6.475084156,0.419529869
60,84,94,0.989283255,2.443668002,-18.33321368,29.8231352,6.89796538,0.432486098
60,85,23,0.98304845,2.248859442,-19.01683678,28.36051132,7.980943744,0.439985567
60,86,23,0.990930777,2.480752747,-17.45215733,30.63006047,6.775274307,0.433852674
60,88,23,0.992656398,2.575181497,-17.48535127,30.29352931,8.223182245,0.449364992
60,89,24,0.991427497,2.561217329,-17.40750422,31.83361656,8.68281697,0.459624848
60,90,11,0.992366804,2.594055413,-17.18400475,31.69897515,9.030966826,0.462560403
60,91,35,0.995168307,2.602470425,-16.70939457,32.42848124,9.289396821,0.466072689
60,92,95,0.994532046,2.590509169,-15.97277392,32.73758878,9.319872583,0.485821094
60,93,141,0.991725431,2.509852379,-16.5309795,31.799017,9.709679987,0.503671772
60,94,70,0.994117377,2.518542037,-16.26037501,32.83028994,9.598465359,0.505671738
61,64,12,0.98741654,1.715927044,-34.8499558,21.34142921,5.621960886,0.393796096
61,66,25,0.992754012,1.941322445,-31.92717708,24.39059132,5.67625706,0.318800597
61,67,27,0.985443275,1.925030325,-32.84707046,22.49527748,3.802848411,0.361136061
61,68,12,0.965913827,1.886333506,-34.55060456,19.94456061,4.564458658,0.411951465
62,66,13,0.991504899,1.61663349,-31.14988798,24.50487907,3.292717549,0.400014626
62,67,14,0.974094539,1.797427767,-31.36597682,23.89179124,1.718574652,0.489901105
